date,state,positive,negative,death,dataQualityGrade,totalTestResults,new_negatives,new_positives,new_tests,ratio_new_positives
20200422,UT,3445,73015,34,A,76460,3953,149,4102,0.036323745
20200422,VA,10266,50512,349,A,60778,1788,636,2424,0.262376238
20200422,VI,54,583,3,0,637,9,0,9,0
20200422,VT,831,12097,40,A,12928,330,3,333,0.009009009
20200422,WA,13328,157438,647,C,170766,4969,277,5246,0.052802135
20200422,WI,4845,49502,246,A,54347,1661,225,1886,0.119300106
20200422,WV,939,24897,26,B,25836,3048,25,3073,0.008135373
20200422,WY,322,7301,6,A,7623,0,2,2,1
20200421,AK,329,10790,9,A,11119,987,8,995,0.008040201
20200421,AL,5231,43295,177,B,48526,2420,206,2626,0.078446306
20200421,AR,2227,25214,43,A,27441,584,304,888,0.342342342
20200421,AS,0,3,0,0,3,0,0,0,0
20200421,AZ,5251,49901,208,B,55152,465,187,652,0.286809816
20200421,CA,33261,266839,1268,B,300100,7317,2283,9600,0.2378125
20200421,CO,10106,37360,449,A,47466,895,376,1271,0.295830055
20200421,CT,20360,43832,1423,A,64192,841,545,1386,0.393217893
20200421,DC,3098,11841,112,A,14939,655,171,826,0.207021792
20200421,DE,2931,12935,82,A,15866,427,186,613,0.303425775
20200421,FL,27495,249564,856,A,277059,9999,835,10834,0.07707218
20200421,GA,19881,68259,799,A,88140,2878,934,3812,0.24501574
20200421,GU,133,1033,5,0,1166,42,0,42,0
20200421,HI,584,24112,10,A,24696,517,4,521,0.007677543
20200421,IA,3641,23974,83,A,27615,1313,482,1795,0.268523677
20200421,ID,1736,16071,48,A,17807,298,64,362,0.17679558
20200421,IL,33059,121938,1468,A,154997,5088,1551,6639,0.233619521
20200421,IN,12097,55167,630,B,67264,2214,411,2625,0.156571429
20200421,KS,2025,17076,107,B,19101,301,39,340,0.114705882
20200421,KY,3050,29770,154,A,32820,158,90,248,0.362903226
20200421,LA,24854,111588,1405,A,136442,0,331,331,1
20200421,MA,43168,141444,2449,B,184612,5398,1752,7150,0.245034965
20200421,MD,14193,59442,652,A,73635,1729,509,2238,0.22743521
20200421,ME,888,14076,36,A,14964,0,13,13,1
20200421,MI,32967,84259,2700,B,117226,2461,967,3428,0.282088681
20200421,MN,2567,45130,160,A,47697,750,97,847,0.114521842
20200421,MO,5941,51179,189,A,57120,973,134,1107,0.121047877
20200421,MP,14,51,2,0,65,0,0,0,0
20200421,MS,4716,47648,183,A,52364,726,204,930,0.219354839
20200421,MT,437,10804,12,A,11241,186,4,190,0.021052632
20200421,NC,6951,76380,213,A,83331,3660,187,3847,0.048609306
20200421,ND,644,14343,13,B,14987,223,17,240,0.070833333
20200421,NE,1648,14724,33,A,16372,518,174,692,0.251445087
20200421,NH,1491,12848,42,B,14339,122,99,221,0.447963801
20200421,NJ,92387,92439,4753,A,184826,3188,3581,6769,0.529029399
20200421,NM,1971,36784,58,A,38755,1587,126,1713,0.073555166
20200421,NV,3937,29118,163,A,33055,601,107,708,0.151129944
20200421,NY,251690,397635,14828,A,649325,11286,4178,15464,0.270175892
20200421,OH,13725,80989,557,B,94714,3069,806,3875,0.208
20200421,OK,2807,41537,164,B,44344,8571,127,8698,0.014601058
20200421,OR,2002,39126,78,A,41128,1037,46,1083,0.042474608
20200421,PA,34528,132323,1564,A,166851,2603,1296,3899,0.332392921
20200421,PR,1298,8789,64,A,10087,303,46,349,0.131805158
20200421,RI,5467,33833,186,B,39300,1843,369,2212,0.16681736
20200421,SC,4439,36838,124,B,41277,735,62,797,0.077791719
20200421,SD,1755,11060,8,A,12815,419,70,489,0.143149284
20200421,TN,7394,100788,157,A,108182,7337,156,7493,0.020819431
20200421,TX,20196,185203,517,A,205399,14267,738,15005,0.049183605
20200421,UT,3296,69062,32,A,72358,3964,83,4047,0.020509019
20200421,VA,9630,48724,324,A,58354,979,640,1619,0.395305744
20200421,VI,54,574,3,0,628,20,1,21,0.047619048
20200421,VT,828,11767,40,A,12595,96,8,104,0.076923077
20200421,WA,13051,152469,640,C,165520,4806,264,5070,0.052071006
20200421,WI,4620,47841,242,A,52461,1238,121,1359,0.089036056
20200421,WV,914,21849,26,B,22763,596,12,608,0.019736842
20200421,WY,320,7301,6,A,7621,228,7,235,0.029787234
20200420,AK,321,9803,9,A,10124,227,2,229,0.008733624
20200420,AL,5025,40875,167,B,45900,0,188,188,1
20200420,AR,1923,24630,42,A,26553,2202,142,2344,0.060580205
20200420,AS,0,3,0,0,3,0,0,0,0
20200420,AZ,5064,49436,187,B,54500,1375,135,1510,0.089403974
20200420,CA,30978,259522,1208,B,290500,8955,645,9600,0.0671875
20200420,CO,9730,36465,422,A,46195,1292,297,1589,0.186910006
20200420,CT,19815,42991,1331,A,62806,2328,2265,4593,0.493141737
20200420,DC,2927,11186,105,A,14113,280,134,414,0.323671498
20200420,DE,2745,12508,72,A,15253,252,207,459,0.450980392
20200420,FL,26660,239565,806,A,266225,9482,664,10146,0.06544451
20200420,GA,18947,65381,733,A,84328,3749,646,4395,0.14698521
20200420,GU,133,991,5,0,1124,48,0,48,0
20200420,HI,580,23595,10,A,24175,699,6,705,0.008510638
20200420,IA,3159,22661,79,A,25820,1013,257,1270,0.202362205
20200420,ID,1672,15773,45,A,17445,0,4,4,1
20200420,IL,31508,116850,1349,A,148358,3889,1151,5040,0.228373016
20200420,IN,11686,52953,569,B,64639,3021,476,3497,0.136116671
20200420,KS,1986,16775,100,B,18761,494,137,631,0.217115689
20200420,KY,2960,29612,148,A,32572,94,253,347,0.729106628
20200420,LA,24523,111588,1328,A,136111,168,595,763,0.779816514
20200420,MA,41416,136046,2303,B,177462,6751,1596,8347,0.191206421
20200420,MD,13684,57713,582,A,71397,2652,854,3506,0.24358243
20200420,ME,875,14076,35,A,14951,0,8,8,1
20200420,MI,32000,81798,2468,B,113798,3561,576,4137,0.139231327
20200420,MN,2470,44380,143,A,46850,1020,114,1134,0.100529101
20200420,MO,5807,50206,177,A,56013,1964,140,2104,0.066539924
20200420,MP,14,51,2,0,65,9,0,9,0
20200420,MS,4512,46922,169,A,51434,12131,238,12369,0.019241653
20200420,MT,433,10618,10,A,11051,153,0,153,0
20200420,NC,6764,72720,179,A,79484,441,271,712,0.380617978
20200420,ND,627,14120,13,B,14747,1075,42,1117,0.037600716
20200420,NE,1474,14206,28,A,15680,918,187,1105,0.169230769
20200420,NH,1392,12726,41,B,14118,644,50,694,0.07204611
20200420,NJ,88806,89251,4377,A,178057,3864,3505,7369,0.4756412
20200420,NM,1845,35197,55,A,37042,363,47,410,0.114634146
20200420,NV,3830,28517,158,A,32347,647,102,749,0.136181575
20200420,NY,247512,386349,14347,A,633861,11580,4726,16306,0.289831964
20200420,OH,12919,77920,509,B,90839,2223,1317,3540,0.372033898
20200420,OK,2680,32966,143,B,35646,0,81,81,1
20200420,OR,1956,38089,75,A,40045,961,46,1007,0.045680238
20200420,PA,33232,129720,1204,A,162952,3150,948,4098,0.231332357
20200420,PR,1252,8486,63,A,9738,206,39,245,0.159183673
20200420,RI,5098,31990,175,B,37088,1997,343,2340,0.146581197
20200420,SC,4377,36103,120,B,40480,0,0,0,0
20200420,SD,1685,10641,7,A,12326,214,50,264,0.189393939
20200420,TN,7238,93451,152,A,100689,3423,168,3591,0.046783626
20200420,TX,19458,170936,495,A,190394,7149,535,7684,0.069625195
20200420,UT,3213,65098,28,A,68311,4612,144,4756,0.030277544
20200420,VA,8990,47745,300,A,56735,1549,453,2002,0.226273726
20200420,VI,53,554,3,0,607,6,0,6,0
20200420,VT,820,11671,38,A,12491,221,3,224,0.013392857
20200420,WA,12787,147663,629,C,160450,4350,326,4676,0.069717707
20200420,WI,4499,46603,230,A,51102,1280,153,1433,0.106769016
20200420,WV,902,21253,24,B,22155,2085,39,2124,0.018361582
20200420,WY,313,7073,2,A,7386,101,4,105,0.038095238
20200419,AK,319,9576,9,A,9895,235,5,240,0.020833333
20200419,AL,4837,40875,154,B,45712,2992,182,3174,0.057340895
20200419,AR,1781,22428,40,A,24209,26,42,68,0.617647059
20200419,AS,0,3,0,0,3,0,0,0,0
20200419,AZ,4929,48061,184,B,52990,1735,210,1945,0.107969152
20200419,CA,30333,250567,1166,B,280900,19864,1370,21234,0.064519167
20200419,CO,9433,35173,411,A,44606,913,386,1299,0.297151655
20200419,CT,17550,40663,1086,A,58213,2010,741,2751,0.269356598
20200419,DC,2793,10906,96,A,13699,304,127,431,0.294663573
20200419,DE,2538,12256,67,A,14794,562,215,777,0.276705277
20200419,FL,25996,230083,781,A,256079,8825,727,9552,0.076109715
20200419,GA,18301,61632,687,A,79933,5093,632,5725,0.110393013
20200419,GU,133,943,5,0,1076,0,0,0,0
20200419,HI,574,22896,9,A,23470,1106,21,1127,0.01863354
20200419,IA,2902,21648,75,A,24550,1214,389,1603,0.242669994
20200419,ID,1668,15773,44,A,17441,481,13,494,0.026315789
20200419,IL,30357,112961,1290,A,143318,4717,1197,5914,0.202401082
20200419,IN,11210,49932,562,B,61142,3700,569,4269,0.133286484
20200419,KS,1849,16281,92,B,18130,395,59,454,0.129955947
20200419,KY,2707,29518,144,A,32225,1444,185,1629,0.113566605
20200419,LA,23928,111420,1296,A,135348,-2999,348,-2651,-0.131271218
20200419,MA,39820,129295,2146,B,169115,4691,2293,6984,0.328321879
20200419,MD,12830,55061,548,A,67891,1999,522,2521,0.20706069
20200419,ME,867,14076,34,A,14943,0,20,20,1
20200419,MI,31424,78237,2391,B,109661,9301,633,9934,0.063720556
20200419,MN,2356,43360,134,A,45716,1305,143,1448,0.098756906
20200419,MO,5667,48242,176,A,53909,0,150,150,1
20200419,MP,14,42,2,0,56,0,0,0,0
20200419,MS,4274,34791,159,A,39065,0,300,300,1
20200419,MT,433,10465,10,A,10898,322,7,329,0.021276596
20200419,NC,6493,72279,172,A,78772,2208,353,2561,0.137836783
20200419,ND,585,13045,10,B,13630,610,57,667,0.085457271
20200419,NE,1287,13288,28,A,14575,749,149,898,0.165924276
20200419,NH,1342,12082,38,B,13424,517,55,572,0.096153846
20200419,NJ,85301,85387,4202,A,170688,4271,3881,8152,0.47607949
20200419,NM,1798,34834,53,A,36632,932,87,1019,0.085377821
20200419,NV,3728,27870,155,A,31598,745,102,847,0.12042503
20200419,NY,242786,374769,13869,A,617555,14969,6054,21023,0.287970318
20200419,OH,11602,75697,471,B,87299,6878,1380,8258,0.167110681
20200419,OK,2599,32966,140,B,35565,0,29,29,1
20200419,OR,1910,37128,74,A,39038,1389,66,1455,0.045360825
20200419,PA,32284,126570,1112,A,158854,3674,1215,4889,0.248517079
20200419,PR,1213,8280,62,A,9493,225,95,320,0.296875
20200419,RI,4755,29993,164,B,34748,1658,276,1934,0.142709411
20200419,SC,4377,36103,120,B,40480,1516,131,1647,0.079538555
20200419,SD,1635,10427,7,A,12062,309,93,402,0.231343284
20200419,TN,7070,90028,148,A,97098,6204,308,6512,0.047297297
20200419,TX,18923,163787,477,A,182710,5808,663,6471,0.102457116
20200419,UT,3069,60486,27,A,63555,3473,138,3611,0.038216561
20200419,VA,8537,46196,277,A,54733,2318,484,2802,0.172733762
20200419,VI,53,548,3,0,601,158,0,158,0
20200419,VT,817,11450,38,A,12267,238,4,242,0.016528926
20200419,WA,12461,143313,615,C,155774,1432,89,1521,0.058514135
20200419,WI,4346,45323,220,A,49669,1361,147,1508,0.097480106
20200419,WV,863,19168,18,B,20031,513,78,591,0.131979695
20200419,WY,309,6972,2,A,7281,755,4,759,0.005270092
20200418,AK,314,9341,9,A,9655,200,5,205,0.024390244
20200418,AL,4655,37883,146,B,42538,4565,125,4690,0.026652452
20200418,AR,1739,22402,38,A,24141,603,44,647,0.068006182
20200418,AS,0,3,0,0,3,0,0,0,0
20200418,AZ,4719,46326,177,B,51045,1603,212,1815,0.116804408
20200418,CA,28963,230703,1072,B,259666,6617,1435,8052,0.178216592
20200418,CO,9047,34260,391,A,43307,1105,372,1477,0.251861882
20200418,CT,16809,38653,1036,A,55462,0,0,0,0
20200418,DC,2666,10602,91,A,13268,435,190,625,0.304
20200418,DE,2323,11694,61,A,14017,0,0,0,0
20200418,FL,25269,221258,754,A,246527,10540,1150,11690,0.098374679
20200418,GA,17669,56539,673,A,74208,2049,475,2524,0.188193344
20200418,GU,133,943,5,0,1076,3,0,3,0
20200418,HI,553,21790,9,A,22343,474,12,486,0.024691358
20200418,IA,2513,20434,74,A,22947,974,181,1155,0.156709957
20200418,ID,1655,15292,43,A,16947,249,46,295,0.155932203
20200418,IL,29160,108244,1259,A,137404,5656,1585,7241,0.218892418
20200418,IN,10641,46232,545,B,56873,1601,487,2088,0.233237548
20200418,KS,1790,15886,86,B,17676,690,85,775,0.109677419
20200418,KY,2522,28074,137,A,30596,756,93,849,0.109540636
20200418,LA,23580,114419,1267,A,137999,5550,462,6012,0.076846307
20200418,MA,37527,124604,1983,B,162131,7409,2402,9811,0.244827235
20200418,MD,12308,53062,534,A,65370,2625,736,3361,0.218982446
20200418,ME,847,14076,32,A,14923,0,20,20,1
20200418,MI,30791,68936,2308,B,99727,0,768,768,1
20200418,MN,2213,42055,121,A,44268,1073,142,1215,0.116872428
20200418,MO,5517,48242,175,A,53759,1808,234,2042,0.114593536
20200418,MP,14,42,2,0,56,0,1,1,1
20200418,MS,3974,34791,152,A,38765,0,181,181,1
20200418,MT,426,10143,10,A,10569,321,4,325,0.012307692
20200418,NC,6140,70071,164,A,76211,2949,281,3230,0.086996904
20200418,ND,528,12435,9,B,12963,532,89,621,0.14331723
20200418,NE,1138,12539,24,A,13677,501,72,573,0.12565445
20200418,NH,1287,11565,37,B,12852,144,0,144,0
20200418,NJ,81420,81116,4070,A,162536,2134,2953,5087,0.580499312
20200418,NM,1711,33902,51,A,35613,1011,114,1125,0.101333333
20200418,NV,3626,27125,151,A,30751,887,102,989,0.103134479
20200418,NY,236732,359800,13362,A,596532,16219,7090,23309,0.304174353
20200418,OH,10222,68819,451,B,79041,0,1115,1115,1
20200418,OK,2570,32966,139,B,35536,1811,105,1916,0.05480167
20200418,OR,1844,35739,72,A,37583,1203,59,1262,0.046751189
20200418,PA,31069,122896,836,A,153965,4964,1628,6592,0.246966019
20200418,PR,1118,8055,60,A,9173,191,50,241,0.20746888
20200418,RI,4479,28335,150,B,32814,1751,302,2053,0.147101802
20200418,SC,4246,34587,119,B,38833,2234,315,2549,0.123577874
20200418,SD,1542,10118,7,A,11660,467,131,598,0.219063545
20200418,TN,6762,83824,145,A,90586,3140,173,3313,0.052218533
20200418,TX,18260,157979,453,A,176239,5814,889,6703,0.132627182
20200418,UT,2931,57013,25,A,59944,4047,126,4173,0.030194105
20200418,VA,8053,43878,258,A,51931,2372,562,2934,0.191547376
20200418,VI,53,390,3,0,443,17,2,19,0.105263158
20200418,VT,813,11212,38,A,12025,399,11,410,0.026829268
20200418,WA,12372,141881,598,C,154253,2056,169,2225,0.075955056
20200418,WI,4199,43962,211,A,48161,1597,154,1751,0.087949743
20200418,WV,785,18655,16,B,19440,728,31,759,0.040843215
20200418,WY,305,6217,2,A,6522,86,9,95,0.094736842
20200417,AK,309,9141,9,A,9450,706,9,715,0.012587413
20200417,AL,4530,33318,144,B,37848,1272,185,1457,0.126973233
20200417,AR,1695,21799,37,A,23494,744,75,819,0.091575092
20200417,AS,0,3,0,0,3,0,0,0,0
20200417,AZ,4507,44723,169,B,49230,1559,273,1832,0.149017467
20200417,CA,27528,224086,985,B,251614,3868,1346,5214,0.258151132
20200417,CO,8675,33155,374,A,41830,902,395,1297,0.304548959
20200417,CT,16809,38653,1036,A,55462,1415,925,2340,0.395299145
20200417,DC,2476,10167,86,A,12643,367,126,493,0.255578093
20200417,DE,2323,11694,61,A,14017,419,248,667,0.371814093
20200417,FL,24119,210718,699,A,234837,14367,1222,15589,0.078388607
20200417,GA,17194,54490,650,A,71684,2220,1525,3745,0.407209613
20200417,GU,133,940,5,0,1073,70,0,70,0
20200417,HI,541,21316,9,A,21857,1146,11,1157,0.009507347
20200417,IA,2332,19460,64,A,21792,926,191,1117,0.170993733
20200417,ID,1609,15043,41,A,16652,388,22,410,0.053658537
20200417,IL,27575,102588,1134,A,130163,5732,1842,7574,0.243200422
20200417,IN,10154,44631,519,B,54785,3058,612,3670,0.166757493
20200417,KS,1705,15196,84,B,16901,662,117,779,0.150192555
20200417,KY,2429,27318,129,A,29747,1285,138,1423,0.096978215
20200417,LA,23118,108869,1213,A,131987,4815,586,5401,0.108498426
20200417,MA,35125,117195,1822,B,152320,7097,2633,9730,0.270606372
20200417,MD,11572,50437,494,A,62009,2378,788,3166,0.248894504
20200417,ME,827,14076,29,A,14903,0,31,31,1
20200417,MI,30023,68936,2227,B,98959,3913,760,4673,0.162636422
20200417,MN,2071,40982,111,A,43053,1219,159,1378,0.115384615
20200417,MO,5283,46434,165,A,51717,897,172,1069,0.160898036
20200417,MP,13,42,2,0,55,15,0,15,0
20200417,MS,3793,34791,140,A,38584,0,169,169,1
20200417,MT,422,9822,8,A,10244,301,7,308,0.022727273
20200417,NC,5859,67122,152,A,72981,1670,394,2064,0.190891473
20200417,ND,439,11903,9,B,12342,592,46,638,0.072100313
20200417,NE,1066,12038,24,A,13104,696,114,810,0.140740741
20200417,NH,1287,11421,37,B,12708,394,148,542,0.273062731
20200417,NJ,78467,78982,3840,A,157449,2469,3150,5619,0.560597971
20200417,NM,1597,32891,44,A,34488,981,113,1094,0.103290676
20200417,NV,3524,26238,142,A,29762,1108,203,1311,0.154843631
20200417,NY,229642,343581,12822,A,573223,15286,7358,22644,0.32494259
20200417,OH,9107,68819,418,B,77926,2393,693,3086,0.224562541
20200417,OK,2465,31155,136,B,33620,2613,108,2721,0.03969129
20200417,OR,1785,34536,70,A,36321,1334,49,1383,0.035430224
20200417,PA,29441,117932,756,A,147373,4197,1706,5903,0.28900559
20200417,PR,1068,7864,58,A,8932,549,25,574,0.043554007
20200417,RI,4177,26584,118,B,30761,2358,339,2697,0.125695217
20200417,SC,3931,32353,109,B,36284,1276,275,1551,0.177304965
20200417,SD,1411,9651,7,A,11062,412,100,512,0.1953125
20200417,TN,6589,80684,142,A,87273,1897,327,2224,0.147032374
20200417,TX,17371,152165,428,A,169536,10073,916,10989,0.083356083
20200417,UT,2805,52966,23,A,55771,5971,122,6093,0.020022977
20200417,VA,7491,41506,231,A,48997,1951,602,2553,0.235801018
20200417,VI,51,373,2,0,424,16,0,16,0
20200417,VT,802,10813,35,A,11615,554,10,564,0.017730496
20200417,WA,12203,139825,585,C,152028,4028,341,4369,0.078049897
20200417,WI,4045,42365,205,A,46410,1391,170,1561,0.108904548
20200417,WV,754,17927,13,B,18681,360,15,375,0.04
20200417,WY,296,6131,2,A,6427,0,0,0,0
20200416,AK,300,8435,9,A,8735,64,7,71,0.098591549
20200416,AL,4345,32046,133,B,36391,2082,232,2314,0.100259291
20200416,AR,1620,21055,37,A,22675,790,51,841,0.060642093
20200416,AS,0,3,0,0,3,0,0,0,0
20200416,AZ,4234,43164,150,B,47398,1816,272,2088,0.130268199
20200416,CA,26182,220218,890,B,246400,28156,1758,29914,0.05876847
20200416,CO,8280,32253,357,A,40533,614,339,953,0.355718783
20200416,CT,15884,37238,971,A,53122,1850,1129,2979,0.378986237
20200416,DC,2350,9800,81,A,12150,472,153,625,0.2448
20200416,DE,2075,11275,52,A,13350,187,61,248,0.245967742
20200416,FL,22897,196351,646,A,219248,5353,386,5739,0.067259104
20200416,GA,15669,52270,587,A,67939,3167,682,3849,0.17718888
20200416,GU,133,870,5,0,1003,27,0,27,0
20200416,HI,530,20170,9,A,20700,884,13,897,0.014492754
20200416,IA,2141,18534,60,A,20675,660,146,806,0.181141439
20200416,ID,1587,14655,41,A,16242,721,123,844,0.145734597
20200416,IL,25733,96856,1072,A,122589,4520,1140,5660,0.201413428
20200416,IN,9542,41573,477,B,51115,2132,587,2719,0.215888194
20200416,KS,1588,14534,80,B,16122,1360,94,1454,0.064649243
20200416,KY,2291,26033,122,A,28324,546,81,627,0.129186603
20200416,LA,22532,104054,1156,A,126586,4077,581,4658,0.124731644
20200416,MA,32492,110098,1667,B,142590,7308,2522,9830,0.256561546
20200416,MD,10784,48059,459,A,58843,2328,752,3080,0.244155844
20200416,ME,796,14076,27,A,14872,0,26,26,1
20200416,MI,29263,65023,2093,B,94286,3385,1204,4589,0.262366529
20200416,MN,1912,39763,94,A,41675,1330,103,1433,0.071877181
20200416,MO,5111,45537,152,A,50648,1420,216,1636,0.13202934
20200416,MP,13,27,2,0,40,0,0,0,0
20200416,MS,3624,34791,129,A,38415,0,264,264,1
20200416,MT,415,9521,7,A,9936,342,11,353,0.031161473
20200416,NC,5465,65452,131,A,70917,2748,342,3090,0.110679612
20200416,ND,393,11311,9,B,11704,359,28,387,0.072351421
20200416,NE,952,11342,21,A,12294,514,51,565,0.090265487
20200416,NH,1139,11027,32,B,12166,0,0,0,0
20200416,NJ,75317,76513,3518,A,151830,3522,4287,7809,0.548981944
20200416,NM,1484,31910,36,A,33394,467,77,544,0.141544118
20200416,NV,3321,25130,137,A,28451,686,110,796,0.138190955
20200416,NY,222284,328295,12192,A,550579,16062,8505,24567,0.346196117
20200416,OH,8414,66426,389,B,74840,2665,623,3288,0.189476886
20200416,OK,2357,28542,131,B,30899,1586,94,1680,0.055952381
20200416,OR,1736,33202,64,A,34938,1514,73,1587,0.04599874
20200416,PA,27735,113735,707,A,141470,2641,1245,3886,0.320380854
20200416,PR,1043,7315,56,A,8358,490,69,559,0.123434705
20200416,RI,3838,24226,105,B,28064,1858,309,2167,0.142593447
20200416,SC,3656,31077,107,B,34733,0,0,0,0
20200416,SD,1311,9239,7,A,10550,548,143,691,0.206946454
20200416,TN,6262,78787,141,A,85049,3970,183,4153,0.044064532
20200416,TX,16455,142092,393,A,158547,5774,963,6737,0.142941962
20200416,UT,2683,46995,21,A,49678,1923,141,2064,0.068313953
20200416,VA,6889,39555,208,A,46444,1886,389,2275,0.170989011
20200416,VI,51,357,1,0,408,26,0,26,0
20200416,VT,792,10259,35,A,11051,346,13,359,0.036211699
20200416,WA,11862,135797,571,C,147659,3968,304,4272,0.071161049
20200416,WI,3875,40974,197,A,44849,1648,154,1802,0.085460599
20200416,WV,739,17567,13,B,18306,613,37,650,0.056923077
20200416,WY,296,6131,2,A,6427,89,9,98,0.091836735
20200415,AK,293,8371,9,A,8664,308,8,316,0.025316456
20200415,AL,4113,29964,121,B,34077,723,237,960,0.246875
20200415,AR,1569,20265,33,A,21834,614,89,703,0.126600284
20200415,AS,0,3,0,0,3,0,0,0,0
20200415,AZ,3962,41348,142,B,45310,1058,156,1214,0.128500824
20200415,CA,24424,192062,821,B,216486,13192,1086,14278,0.076061073
20200415,CO,7941,31639,329,A,39580,588,250,838,0.298329356
20200415,CT,14755,35388,868,A,50143,3536,766,4302,0.178056718
20200415,DC,2197,9328,72,A,11525,102,139,241,0.576763485
20200415,DE,2014,11088,46,A,13102,545,253,798,0.317042607
20200415,FL,22511,190998,609,A,213509,9185,1144,10329,0.110756124
20200415,GA,14987,49103,552,A,64090,1531,764,2295,0.332897603
20200415,GU,133,843,5,0,976,32,0,32,0
20200415,HI,517,19286,9,A,19803,370,13,383,0.033942559
20200415,IA,1995,17874,53,A,19869,888,96,984,0.097560976
20200415,ID,1464,13934,39,A,15398,273,11,284,0.038732394
20200415,IL,24593,92336,948,A,116929,4967,1346,6313,0.213210835
20200415,IN,8955,39441,436,B,48396,1951,428,2379,0.179907524
20200415,KS,1494,13174,76,B,14668,453,68,521,0.130518234
20200415,KY,2210,25487,115,A,27697,852,162,1014,0.159763314
20200415,LA,21951,99977,1103,A,121928,3073,433,3506,0.123502567
20200415,MA,29970,102790,1502,B,132760,3970,1861,5831,0.319156234
20200415,MD,10032,45731,413,A,55763,1470,560,2030,0.275862069
20200415,ME,770,14076,24,A,14846,2468,36,2504,0.014376997
20200415,MI,28059,61638,1921,B,89697,2413,1058,3471,0.304811294
20200415,MN,1809,38433,87,A,40242,887,114,1001,0.113886114
20200415,MO,4895,44117,147,A,49012,825,209,1034,0.20212766
20200415,MP,13,27,2,0,40,0,0,0,0
20200415,MS,3360,34791,122,A,38151,0,273,273,1
20200415,MT,404,9179,7,A,9583,344,5,349,0.014326648
20200415,NC,5123,62704,117,A,67827,2689,99,2788,0.035509326
20200415,ND,365,10952,9,B,11317,377,24,401,0.059850374
20200415,NE,901,10828,20,A,11729,342,30,372,0.080645161
20200415,NH,1139,11027,32,B,12166,437,119,556,0.214028777
20200415,NJ,71030,72991,3156,A,144021,2041,2206,4247,0.519425477
20200415,NM,1407,31443,36,A,32850,818,62,880,0.070454545
20200415,NV,3211,24444,131,A,27655,871,123,994,0.123742455
20200415,NY,213779,312233,11586,A,526012,15298,11571,26869,0.430644981
20200415,OH,7791,63761,361,B,71552,3040,511,3551,0.143903126
20200415,OK,2263,26956,123,B,29219,871,79,950,0.083157895
20200415,OR,1663,31688,58,A,33351,958,30,988,0.030364372
20200415,PA,26490,111094,647,A,137584,2808,1145,3953,0.289653428
20200415,PR,974,6825,51,A,7799,541,51,592,0.086148649
20200415,RI,3529,22368,87,B,25897,2719,278,2997,0.092759426
20200415,SC,3656,31077,107,B,34733,758,103,861,0.119628339
20200415,SD,1168,8691,6,A,9859,383,180,563,0.319715808
20200415,TN,6079,74817,135,A,80896,1809,256,2065,0.123970944
20200415,TX,15492,136318,364,A,151810,4475,868,5343,0.162455549
20200415,UT,2542,45072,20,A,47614,1008,130,1138,0.114235501
20200415,VA,6500,37669,195,A,44169,1077,329,1406,0.233997155
20200415,VI,51,331,1,0,382,5,0,5,0
20200415,VT,779,9913,30,A,10692,422,9,431,0.020881671
20200415,WA,11558,131829,551,C,143387,3792,324,4116,0.078717201
20200415,WI,3721,39326,182,A,43047,1329,166,1495,0.111036789
20200415,WV,702,16954,10,B,17656,556,62,618,0.100323625
20200415,WY,287,6042,2,A,6329,353,12,365,0.032876712
20200414,AK,285,8063,9,A,8348,510,8,518,0.015444015
20200414,AL,3876,29241,110,B,33117,3793,142,3935,0.036086404
20200414,AR,1480,19651,30,A,21131,257,70,327,0.214067278
20200414,AS,0,3,0,0,3,0,0,0,0
20200414,AZ,3806,40290,131,B,44096,645,104,749,0.138851802
20200414,CA,23338,178870,758,B,202208,10336,990,11326,0.0874095
20200414,CO,7691,31051,308,A,38742,1201,7,1208,0.005794702
20200414,CT,13989,31852,671,A,45841,924,608,1532,0.396866841
20200414,DC,2058,9226,67,A,11284,247,103,350,0.294285714
20200414,DE,1761,10543,41,A,12304,348,136,484,0.280991736
20200414,FL,21367,181813,537,A,203180,6207,766,6973,0.109852287
20200414,GA,14223,47572,501,A,61795,3866,908,4774,0.1901969
20200414,GU,133,811,5,0,944,41,0,41,0
20200414,HI,504,18916,9,A,19420,571,5,576,0.008680556
20200414,IA,1899,16986,49,A,18885,0,189,189,1
20200414,ID,1453,13661,33,A,15114,206,27,233,0.115879828
20200414,IL,23247,87369,868,A,110616,3626,1222,4848,0.252062706
20200414,IN,8527,37490,388,B,46017,1187,291,1478,0.196887686
20200414,KS,1426,12721,69,B,14147,233,50,283,0.176678445
20200414,KY,2048,24635,104,A,26683,732,85,817,0.104039168
20200414,LA,21518,96904,1013,A,118422,9829,502,10331,0.048591617
20200414,MA,28109,98820,1329,B,126929,3320,1315,4635,0.283710895
20200414,MD,9472,44261,302,A,53733,1446,536,1982,0.270433905
20200414,ME,734,11608,20,A,12342,0,36,36,1
20200414,MI,27001,59225,1768,B,86226,2216,1366,3582,0.3813512
20200414,MN,1695,37546,79,A,39241,769,45,814,0.055282555
20200414,MO,4686,43292,133,A,47978,2252,298,2550,0.116862745
20200414,MP,13,27,2,0,40,0,2,2,1
20200414,MS,3087,34791,111,A,37878,6749,145,6894,0.021032782
20200414,MT,399,8835,7,A,9234,131,5,136,0.036764706
